pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,pending_gpus,total_pending,running_gpus,gpu_nodes_alloc,gpu_nodes_total,label_long_wait,raw_score
0.2844694199062677,12,0.3253723149622051,0.36875768599351333,4,1,3,1,1,1,0.5545054947070034
0.4650692901371356,2,0.13255613145915135,0.5669595468352621,2,1,2,1,2,0,0.3263062873043687
0.31586010499816997,2,0.3344508118899171,0.1470186596387777,4,3,3,4,2,0,0.28045784415288183
0.19303189015154523,4,0.7673368828674216,0.8967113091031558,2,7,3,1,5,0,0.21116136104543023
0.3513097674521637,0,0.17134510819221105,0.992002109452133,2,7,3,2,0,0,0.12184334980611196
0.17229058465196476,0,0.07414239078561824,0.5147490275156694,5,1,5,5,0,0,0.1395391841383904
0.22003725561907617,2,0.8077350598370507,0.9499885600368955,5,5,4,7,2,0,0.31373424457801397
0.3632300416743503,0,0.9325290066271064,0.9701136625145929,3,1,2,6,3,0,0.30396519746690076
0.48723548041070475,0,0.41034478854669043,0.6756551687211889,2,4,3,0,2,0,0.2789706825195289
0.060506405285536996,1,0.21522829066708027,0.14293253261348093,3,1,5,4,5,0,0.2731198301703734
0.24247331379548112,2,0.8851003106243219,0.6601249582783056,1,0,3,2,4,0,0.31368451377069045
0.3290407523606857,1,0.05692481196073629,0.18242976942553046,4,2,1,0,2,0,0.1606071328452527
0.49914132315892085,1,0.3469704817392123,0.8952110001764462,2,5,3,3,2,1,0.3979146291176507
0.28838404866213624,11,0.8052679974095998,0.8916417348000365,3,4,4,4,7,1,0.4833908132240908
0.2898203498472554,4,0.7313561010156443,0.18054649100781017,1,6,4,3,1,0,0.30625556820077865
0.434556159418665,0,0.7619255532478207,0.3537231622494197,3,5,1,3,2,0,0.24511074438718122
0.14838299993054616,1,0.48081966683339417,0.6835251509075145,5,5,4,3,4,0,0.24548546748441402
0.33230404612008874,0,0.7038498972102746,0.24008499326507526,2,2,2,1,4,0,0.31416825041666796
0.29202652798558576,6,0.30412740373834746,0.8426929876747188,5,2,1,3,7,0,0.3309233065365856
0.09427393090208455,1,0.8654412239970198,0.5074519866192873,5,7,1,5,4,0,0.2327293205569645
0.43248924107343334,17,0.7879370414502169,0.6471583160880261,4,4,3,4,0,1,0.5512219541947891
0.3672538721141727,5,0.9421300208264416,0.45502155270157607,2,4,4,3,2,0,0.34687585823473055
0.30926598539226946,2,0.7655567952170195,0.8081875903544601,0,1,4,7,3,0,0.3575850985660346
0.5107089004637285,0,0.7283477491541813,0.7914361578902037,3,5,4,4,6,1,0.3924447293057615
0.23968573380478655,0,0.18948508923280527,0.8042378766844865,5,4,1,3,3,0,0.19475044385414997
0.3271141673776997,0,0.5692679561641704,0.36516527189587245,2,1,2,6,2,0,0.3269874073255519
0.5129067732210973,1,0.07577379498465642,0.3576804118279693,3,1,2,1,3,0,0.3159685047896238
0.23448907083459317,6,0.9170775304514804,0.24264605840934694,1,1,0,0,5,0,0.36083112355826286
0.3918910094739228,5,0.7980433262342324,0.8995208590171605,2,3,3,4,7,0,0.3406612251918185
0.27294597554515315,7,0.5347384480514644,0.11749607202525225,2,6,2,1,1,1,0.6654422093353656
0.057140880844992206,1,0.8328512474128952,0.35532297243574695,3,1,6,4,5,0,0.184789873288053
0.1008730483164472,1,0.8688294765361098,0.034096653269454325,7,2,3,2,3,0,0.19293223975938023
0.15625670553660703,4,0.35764120268433963,0.6558326165671662,0,6,2,1,4,0,0.25357335711817625
0.4006397908217539,12,0.6729904847785244,0.9597045738154361,3,3,3,6,2,1,0.6335823099957647
0.21367261798995543,2,0.13168701859487786,0.535738467449102,2,3,3,3,2,1,0.41980676144332096
0.4883481756942681,0,0.04946904713325018,0.03485654986961928,2,2,1,5,8,0,0.2478824608911139
0.1728813063441989,0,0.7734713847258656,0.35267426005112623,2,0,4,3,3,0,0.22688394522229402
