pending_ratio,queue_depth_norm,fragmentation_score,congestion_score,pending_gpus,total_pending,running_gpus,gpu_nodes_alloc,gpu_nodes_total,util_gpu_mean,util_gpu_std,util_mem_mean,temp_c_max,power_w_mean,label_long_wait,raw_score
0.33424124707905145,4,0.2792376515741434,0.331124284205111,3,2,2,2,1,51.269190367838604,7.882178224270833,68.75660880767238,66.93181429680104,126.37380574690181,0,0.41498929949696267
0.5670563711896908,0,0.7352789643787327,0.07291572939361779,3,2,0,5,4,54.798454756730365,28.10911576587906,37.447501703437375,58.03210947468611,170.41125774481614,0,0.25121531043644507
0.2242931463608804,9,0.0430726534072885,0.7638879216373212,5,2,1,4,4,51.99151582204465,64.80657276576243,47.117280455321364,58.02269612043241,150.05557494616934,0,0.40152105206553645
0.18252507720158131,2,0.7574493855265211,0.1231380152079391,0,5,6,3,4,28.868068688500315,58.191043614586704,39.030082028562354,61.73609724710216,127.36758978616888,0,0.272034121344605
0.33345683682629057,9,0.5733890888469616,0.38471872283925634,3,2,0,2,3,38.00101228122374,33.43349605643955,57.109708205704564,59.89355098373823,74.8095150399494,0,0.30314101462800275
0.3568531496540461,2,0.8522646079553561,0.5086414295336197,2,2,0,3,2,65.88254537705349,36.17306121051336,60.1106225862105,52.32958110685991,163.7357674235548,0,0.3666649571534005
0.059313312718208465,0,0.5540624984935777,0.6932147239550669,5,3,2,7,6,62.65528627158631,50.656543060409355,38.69735514577583,51.49530142899789,218.77731977535052,0,0.07583138064973738
0.04029100009846899,2,0.8088350848313245,0.29241857283505723,1,4,2,2,1,43.502562034131316,83.76511759757325,64.91451699357702,54.76642006153037,152.05027654358966,0,0.14985469621097228
0.40404129333998273,5,0.36742974831543995,0.8144091771214759,5,6,4,5,4,76.6539953962095,7.719559625326564,44.15655082683108,35.70898107232533,84.32549008235854,0,0.405956873850113
0.3567624146959618,2,0.8476630675861279,0.21351718197430547,1,3,4,2,3,31.82124997653839,55.76522171205928,36.44587750330655,57.27338908043969,180.16118467972805,0,0.262276812787156
0.3844850132879417,5,0.9141525101122733,0.9789850636801616,2,3,1,4,2,47.44073577700736,23.000824726034395,56.19366717805526,54.415672281057695,146.06968992628103,1,0.4890876761200567
0.19935704028250614,5,0.04963272851670819,0.9707121814850475,4,4,2,0,4,56.607011645942016,40.52767023219714,26.819343635556944,52.83637261580117,127.87714699546828,0,0.24253793510665747
0.030590031024851277,4,0.6908432821625122,0.12021194281634373,5,5,5,2,5,57.749662070909885,58.39819379109546,36.133162459160026,46.633403466199354,216.39907576761667,0,0.14621460129967034
0.2782058666942935,0,0.296630782310464,0.5785591607601317,3,3,2,2,2,55.89491004073214,53.554695785318124,71.62705749128958,87.12122533714395,172.81646576875178,0,0.14721619806923697
0.6312796302316785,13,0.9149747718135794,0.2826646332265076,4,1,3,2,4,60.24277441574872,78.7262237202012,95.57589771407169,41.1870583289097,100.78978674991818,1,0.6348274338985678
0.38188446380351426,9,0.9537854522358228,0.24322017485495406,3,0,4,2,2,60.67326336875028,71.25816855935268,33.338934029441155,56.28443862839532,156.14375915075797,1,0.5069601994768559
0.5605888538809924,1,0.6737156051595131,0.3753818453329417,3,4,3,3,3,52.0508327434479,58.22380012185717,48.35690561428445,43.623444989761055,145.2434545602562,0,0.3578137192022677
0.2996249687252314,3,0.3083889202126998,0.7024005030309182,2,1,2,6,6,76.69608936060062,61.53632602473202,52.28802780972047,62.62123868535753,187.9344009380281,0,0.2618436407866261
0.1635377417457932,11,0.7850266231254615,0.9362506546222592,5,4,1,5,3,39.16934216582386,54.73186771042716,42.11697367304137,55.118141954955185,53.57395076383922,0,0.4201933995808755
0.12263931383401767,6,0.712511657606989,0.9530919523670067,7,4,1,1,2,81.21379915233484,69.56701064624086,9.26089991029226,47.74386172404921,113.7910091800734,0,0.265355236828648
0.16265669307714284,2,0.1746254955230082,0.4870022520522017,1,3,3,3,5,87.3130257146529,53.020045723783916,64.15654272309123,61.02984260451037,91.93020688350634,0,0.30886443982666373
0.22573792758053052,3,0.340223669902489,0.35076715182355156,1,1,4,2,2,49.813121080944676,39.648393662265214,35.789282564110245,52.383054870252046,175.39626205288317,0,0.30437665798973956
0.5405250253820777,0,0.08039885515034251,0.7436904999152212,4,2,1,2,4,77.79961274448164,53.98171295138982,57.808948386132045,46.92172325499396,133.43559669091866,0,0.28996293897170516
0.2345704449619438,15,0.4602075831216986,0.9147214874949217,4,5,9,3,6,53.56186114635588,82.90833932128494,27.654547200190464,50.980843595424716,95.86086123489783,1,0.5428191366464162
0.3432791744401657,9,0.24158152099067465,0.6959949983231075,2,7,4,2,6,63.372392185167115,66.98241512968785,70.43340007520268,54.26703327776584,127.52097118280778,1,0.49487842064065607
0.16517631888294734,1,0.3555863069399223,0.9165465818389812,3,4,1,6,4,45.59016325060401,46.47481510184088,27.10413417071353,41.58244041823336,237.41410414706377,0,0.21007677810156655
0.20392180069147808,3,0.43818467795975624,0.013034614835950253,4,5,3,0,3,50.09680711523097,90.97657557857436,84.68424076263781,54.64944149860961,123.85933475674513,0,0.1528597929619091
0.2938056233297962,7,0.7654283677400094,0.2088201839586019,1,2,1,2,5,96.66020693153543,30.472492232679244,59.35442328871663,50.200848212589726,226.20551779876885,0,0.3933264533650478
0.31150104081467966,4,0.8163892341072613,0.05242253023196142,6,4,6,1,1,22.691989458755696,53.07493188330848,94.82305637027935,48.93774171610755,218.58486740405357,0,0.22734836107176717
0.1363795886809665,3,0.2695078690185282,0.8705824194395452,2,2,2,3,1,29.72089261204223,30.275787081512988,35.726744213064194,47.80963336496307,180.70019214903644,0,0.06859359085482444
0.2740432335662678,5,0.20414573754234122,0.3044728550574739,2,1,4,4,2,83.70010253474541,72.10427662942678,67.44660672611391,47.00269404481275,153.3584737872886,0,0.3743444138083142
0.45294838386625297,1,0.6260033727195049,0.6314859581047606,3,2,4,2,3,55.55130087804363,76.09559422841319,65.24228802129127,59.24084060598618,152.14145520767298,0,0.4232655434782729
0.2340115716415183,0,0.6417047843581862,0.4805670579813789,7,5,6,1,3,57.20268135398338,83.3833164576382,39.88477214046321,46.79789823510457,126.39729127546127,0,0.16428082207432368
0.4656868402609705,10,0.44103073629016853,0.5445595000985173,5,1,2,2,0,62.612582513041325,7.938386961385628,51.980025807786795,55.44903987704715,80.4464900963097,0,0.406912327453101
0.2021899170359542,1,0.8119841384900225,0.3868416277558634,1,2,3,2,0,47.66919106801356,64.88279026214775,56.354616660937545,59.926982436292484,244.00146208509972,0,0.23274912052239813
0.1243730357874558,2,0.2507498609159178,0.15656209087988415,1,1,6,7,2,55.4778970920702,59.635429903288525,61.51600754432012,43.71367434955044,138.62510575492794,0,0.08893528858452193
0.257400956477992,4,0.90782641929476,0.5262671322340333,1,3,4,1,1,44.78952489951235,57.92459007983355,34.855057763654514,65.36504740945665,147.91089805534287,0,0.4823626111720506
0.4024896100265451,8,0.5569364459644277,0.13756061539639464,2,1,1,5,1,16.151265559795355,61.662987639718125,20.443643024958934,53.03594165784079,174.03368820890782,0,0.4396919081069035
0.38220443986267866,0,0.7513052051253564,0.32411608972794104,2,4,4,5,1,35.574802290487376,64.97456445741561,47.78876503519962,50.11131771961938,124.90692133574564,0,0.24914918838376326
0.1661156955828187,0,0.28714059179530504,0.03500588872888233,3,2,1,2,3,89.79864018270203,23.79984487096113,56.66162399093386,50.9378766152378,206.676830572016,0,0.23505269659402103
0.3317135392379716,4,0.06407914608161414,0.3583358940140632,1,4,4,2,4,66.40803665331843,38.386470344280774,54.45722391995192,40.84883708979142,128.74777879911622,0,0.28536163692227406
